problem_index,problem_text,matched_topic_id,matched_topic,similarity_score
579,"파일 디스크립터(File Descriptor)에 대한 설명으로 틀린 것은?
사용자가 파일 디스크립터를 직접 참조할 수 있다.
파일 디스크립터는 운영체제가 파일을 관리하기 위해 사용...",11,"스택, 큐, 리스트 등 등을 포함한 자료구조에 관한 주제입니다.",0.58482206
580,"침입탐지 시스템(IDS : Intrusion Detection System)과 관련한 설명으로 틀린 것은?
이상 탐지 기법(Anomaly Detection)은 Signature B...",55,"서비스 공격 유형, 서버 인증, 서버 접근통제, 보안 아키텍처, 보안 Framework 등을 포함한 시스템 보안 설계에 관한 주제입니다.",0.64841604
581,정보 시스템 내에서 어떤 주체가 특정 개체에 접근하려 할 때 양쪽의 보안 레이블(Security Label)에 기초하여 높은 보안 수준을 요구하는 정보(객체)가 낮은 보안 수준의 ...,55,"서비스 공격 유형, 서버 인증, 서버 접근통제, 보안 아키텍처, 보안 Framework 등을 포함한 시스템 보안 설계에 관한 주제입니다.",0.6943689
582,"구글의 구글 브레인 팀이 제작하여 공개한 기계 학습(Machine Leaming)을 위한 오픈소스 소프트웨어 라이브러리는?
텐서플로(TensorFlow)
이 문제는 구글에서 개발하...",47,"소프트웨어 생명주기 모델, 소프트웨어 개발 방법론, 요구공학 방법론, 비용산정 모델 등을 포함한 소프트웨어개발 방법론 선정에 관한 주제입니다.",0.6225226
583,"국내 IT 서비스 경쟁력 강화를 목표로 개발되었으며 인프라 제어 및 관리 환경, 실행 환경, 개발 환경, 서비스 환경, 운영환경으로 구성되어 있는 개방형 클라우드 컴퓨팅 플랫폼은?...",38,"개발환경 구축, 서버 개발 프레임워크 등을 포함한 개발환경 구축에 관한 주제입니다.",0.7148831
584,"정보 보안을 위한 접근 제어(Access Control)과 관련한 설명으로 틀린 것은?
DBMS에 보안 정책을 적용하는 도구인 XDMCP를 통해 데이터베이스에 대한 접근제어를 수행...",55,"서비스 공격 유형, 서버 인증, 서버 접근통제, 보안 아키텍처, 보안 Framework 등을 포함한 시스템 보안 설계에 관한 주제입니다.",0.6647848
585,"소프트웨어 개발 프레임워크와 관련한 설명으로 틀린 것은?
라이브러리와 달리 사용자 코드가 직접호출하여 사용하기 때문에 소프트웨어 개발프레임워크가 직접 코드의 흐름을 제어할수 없다....",6,"설계 모델링, 소프트웨어 아키텍처, 재사용, 모듈화, 결합도, 응집도 등을 포함한 공통 모듈 설계에 관한 주제입니다.",0.68499523
586,"물리적 배치와 상관없이 논리적으로 LAN을구성하여 Broadcast Domain을 구분할 수있게 해주는 기술로 접속된 장비들의 성능향상 및 보안성 증대 효과가 있는 것은?
VLAN...",45,"인터넷 구성의 개념, 네트워크 7계층, IP, TCP/UDP 등을 포함한 네트워크 기초 활용에 관한 주제입니다.",0.64188135
587,"SQL Injection 공격과 관련한 설명으로 틀린것은?
DBMS의 종류와 관계없이 SQL Injection공격 기법은 모두 동일하다.
SQL Injection 공격은 악의적인 ...",54,"암호 알고리즘, 코드오류, 캡슐화, API 오용 등을 포함한 SW개발 보안 구현에 관한 주제입니다.",0.61919314
588,"비대칭 암호화 방식으로 소수를 활용한암호화 알고리즘은?
RSA
이 문제는 비대칭 암호화 방식 중 소수를 활용하는 알고리즘을 묻고 있습니다.  비대칭 암호화는 두 개의 서로 다른 키...",54,"암호 알고리즘, 코드오류, 캡슐화, API 오용 등을 포함한 SW개발 보안 구현에 관한 주제입니다.",0.5267892
589,"다음에서 설명하는 IT 스토리지 기술은?
            - 가상화를 적용하며 필요한 공간만큼 나눠 사용할 수 있도록 하여 서버 가상화와 유사함
- 컴퓨팅 소프트웨어로 구성하...",51,"IT 신기술 및 서버장비 트렌드 정보, 서버장비 운영(Secure-OS, 운영체제, NAS, DAS, SAN, 고가용성 등) 등을 포함한 HW 구축 관리에 관한 주제입니다.",0.7091808
590,"Cocomo model 중 기관 내부에서 개발된 중소규모의 소프트웨어로 일괄 자료 처리나 과학기술계산용, 비즈니스 자료 처리용으로 5만 라인이하의 소프트웨어를 개발하는 유형은?
O...",47,"소프트웨어 생명주기 모델, 소프트웨어 개발 방법론, 요구공학 방법론, 비용산정 모델 등을 포함한 소프트웨어개발 방법론 선정에 관한 주제입니다.",0.6790775
591,"다음 내용이 설명하는 것은?
            개인과 기업, 국가적으로 큰 위협이 되고 있는 주요 사이버 범죄 중 하나로 Snake, Darkside 등 시스템을 잠그거나 데이...",54,"암호 알고리즘, 코드오류, 캡슐화, API 오용 등을 포함한 SW개발 보안 구현에 관한 주제입니다.",0.62560177
592,"생명주기 모형 중 가장 오래된 모형으로 많은적용 사례가 있지만 요구사항의 변경이어렵고 각 단계의 결과가 확인 되어야 다음단계로 넘어갈 수 있는 선형 순차적, 고전적생명 주기 모형이...",30,"데이터모델 개념, 개체-관계(E-R)모델, 논리적 데이터모델링, 데이터베이스 정규화, 논리 데이터모델 품질검증 등을 포함한 데이터모델링 및 설계에 관한 주제입니다.",0.6444749
593,"소프트웨어 생명주기 모형 중 Spiral Model에 대한 설명으로 틀린 것은?
계획, 설계, 개발, 평가의 개발 주기가 한번만 수행된다.
소프트웨어 생명주기 모형 중 나선형 모델...",47,"소프트웨어 생명주기 모델, 소프트웨어 개발 방법론, 요구공학 방법론, 비용산정 모델 등을 포함한 소프트웨어개발 방법론 선정에 관한 주제입니다.",0.7396091
594,"특정 사이트에 매우 많은 ICMP Echo를 보내면, 이에 대한 응답(Respond)을 하기 위해 시스템 자원을 모두 사용해버려 시스템이 정상적으로 동작하지 못하도록 하는 공격방법...",55,"서비스 공격 유형, 서버 인증, 서버 접근통제, 보안 아키텍처, 보안 Framework 등을 포함한 시스템 보안 설계에 관한 주제입니다.",0.5609005
595,"TCP/IP 기반 네트워크에서 동작하는 발행-구독 기반의 메시징 프로토콜로 최근 IoT 환경에서 자주 사용되고 있는 프로토콜은?
MQTT
이 문제는 TCP/IP 기반 네트워크에서 ...",49,"IT 신기술 및 네트워크 장비 트렌드 정보, 네트워크 장비(라우터, 백본 스위치 등) 등을 포함한 네트워크 구축 관리에 관한 주제입니다.",0.5701915
596,"시스템이 몇 대가 되어도 하나의 시스템에서 인증에 성공하면 다른 시스템에 대한 접근권한도 얻는 시스템을 의미하는 것은?
SSO
이 문제는 여러 시스템에 접근할 때, 각 시스템마다 ...",55,"서비스 공격 유형, 서버 인증, 서버 접근통제, 보안 아키텍처, 보안 Framework 등을 포함한 시스템 보안 설계에 관한 주제입니다.",0.5518655
597,시스템에 저장되는 패스워드들은 Hash 또는 암호화 알고리즘의 결과 값으로 저장된다. 이때 암호공격을 막기 위해 똑같은 패스워드들이 다른 암호 값으로 저장되도록 추가되는 값을 의미...,54,"암호 알고리즘, 코드오류, 캡슐화, API 오용 등을 포함한 SW개발 보안 구현에 관한 주제입니다.",0.5966063
598,"S/W 각 기능의 원시 코드 라인수의 비관치, 낙관치, 기대치를 측정하여 예측치를 구하고 이를 이용하여 비용을 산정하는 기법은?
LOC기법
소프트웨어 개발 비용을 산정하는 방법 중...",13,"쿼리(Query) 성능 측정, 소스코드 인스펙션 등을 포함한 데이터 조작 프로시저 최적화에 관한 주제입니다.",0.6395582
599,"오픈소스 웹 애플리케이션 보안 프로젝트로서 주로 웹을 통한 정보 유출, 악성 파일 및 스크립트, 보안 취약점 등을 연구하는 곳은?
OWASP
문제에서 제시된 오픈소스 웹 애플리케이...",39,"보안 취약성 식별, API 등을 포함한 서버 프로그램 구현에 관한 주제입니다.",0.7689947
600,"User Interface 설계 시 오류 메시지나 경고에 관한 지침으로 가장 거리가 먼 것은?
소리나 색의 사용을 줄이고 텍스트로만 전달하도록 한다.
User Interface(U...",10,"내외부 송수신, 데이터 명세화, 오류 처리방안 명세화, 인터페이스 설계, 미들웨어 솔루션 등을 포함한 인터페이스 상세 설계에 관한 주제입니다.",0.61421216
601,"다음 중 애자일(Agile) 소프트웨어 개발에 대한 설명으로 틀린 것은?
동작하는 소프트웨어보다는 포괄적인 문서를 가치 있게 여긴다.
애자일(Agile) 소프트웨어 개발 방법론은 ...",16,"애플리케이션 패키징, 애플리케이션 배포 도구, 애플리케이션 모니터링 도구, DRM 등을 포함한 제품소프트웨어 패키징에 관한 주제입니다.",0.66556704
602,"소프트웨어 설계에서 요구사항 분석에 대한 설명으로 틀린 것은?
소프트웨어 시스템이 사용되는 동안 발견되는 오류를 정리하는 단계이다.
소프트웨어 설계의 첫 단계는 사용자가 원하는 소...",47,"소프트웨어 생명주기 모델, 소프트웨어 개발 방법론, 요구공학 방법론, 비용산정 모델 등을 포함한 소프트웨어개발 방법론 선정에 관한 주제입니다.",0.73837364
603,"객체지향 기법에서 상위 클래스의 메소드와 속성을 하위 클래스가 물려받는 것을 의미하는 것은?
Inheritance
객체지향 프로그래밍(OOP)에서 상속(Inheritance)은 부...",42,"절차적 프로그래밍 언어, 객체지향 프로그래밍 언어, 스크립트 언어, 선언형 언어 등을 포함한 언어특성 활용에 관한 주제입니다.",0.54546237
604,"설계 기법 중 하향식 설계 방법과 상향식 설계 방법에 대한 비교 설명으로 가장 옳지 않은 것은?
상향식 설계에서는 인터페이스가 이미 성립되어 있지 않더라도 기능 추가가 쉽다.
이 ...",6,"설계 모델링, 소프트웨어 아키텍처, 재사용, 모듈화, 결합도, 응집도 등을 포함한 공통 모듈 설계에 관한 주제입니다.",0.6675088
605,"자료흐름도(DFD)의 각 요소별 표기 형태의 연결이 옳지 않은 것은?
Data Store : 삼각형
자료흐름도(DFD)는 시스템의 자료 흐름을 그림으로 나타내는 기법입니다.  각 ...",11,"스택, 큐, 리스트 등 등을 포함한 자료구조에 관한 주제입니다.",0.715334
606,"소프트웨어 개발에 이용되는 모델(Model)에 대한 설명 중 거리가 먼 것은?
모델을 통해 향후 개발될 시스템의 유추는 불가능하다.
소프트웨어 개발 과정에서 모델(Model)은 매...",30,"데이터모델 개념, 개체-관계(E-R)모델, 논리적 데이터모델링, 데이터베이스 정규화, 논리 데이터모델 품질검증 등을 포함한 데이터모델링 및 설계에 관한 주제입니다.",0.7159313
607,"다음의 설명에 해당하는 언어는?
            죄송하지만, 이 이미지는 정보처리기사 필기에 출제될 수 있는 문제 또는 선지로 보입니다. 하지만 이름이나 기밀 정보를 판단할 ...",10,"내외부 송수신, 데이터 명세화, 오류 처리방안 명세화, 인터페이스 설계, 미들웨어 솔루션 등을 포함한 인터페이스 상세 설계에 관한 주제입니다.",0.69432205
608,"다음 내용이 설명하는 UI설계 도구는?
            - 디자인, 사용방법설명, 평가 등을 위해 실제 화면과 유사하게 만든 정적인 형태의 모형
- 시각적으로만 구성 요소를 ...",5,"감성공학, UI 설계 도구 등을 포함한 UI 설계에 관한 주제입니다.",0.6571404
609,"애자일(Agile) 기법 중 스크럼(Scrum)과 관련된 용어에 대한 설명이 틀린 것은?
스프린트(Sprint)는 하나의 완성된 최종 결과물을 만들기 위한 주기로 3달 이상의 장기...",26,"DML, DCL, 윈도우 함수, 그룹 함수, 오류 처리 등을 포함한 응용 SQL 작성에 관한 주제입니다.",0.5563785
610,"UML 다이어그램 중 정적 다이어그램이 아닌 것은?
순차 다이어그램
UML 다이어그램은 시스템을 시각적으로 표현하는 도구인데, 크게 정적 다이어그램과 동적 다이어그램으로 나뉩니다....",10,"내외부 송수신, 데이터 명세화, 오류 처리방안 명세화, 인터페이스 설계, 미들웨어 솔루션 등을 포함한 인터페이스 상세 설계에 관한 주제입니다.",0.657537
611,"LOC기법에 의하여 예측된 총 라인수가 36000라인, 개발에 참여할 프로그래머가 6명, 프로그래머들의 평균 생산성이 월간 300라인일 때 개발에 소요되는 기간을 계산한 결과로 가...",47,"소프트웨어 생명주기 모델, 소프트웨어 개발 방법론, 요구공학 방법론, 비용산정 모델 등을 포함한 소프트웨어개발 방법론 선정에 관한 주제입니다.",0.63490856
612,"클래스 설계원칙에 대한 바른 설명은?
개방-폐쇄의 원칙 : 클래스는 확장에 대해 열려 있어야 하며 변경에 대해 닫혀 있어야 한다.
클래스 설계 원칙은 소프트웨어를 효율적이고 유지보...",53,"Secure SDLC(Software Development Life Cycle), 입력데이터 검증 및 표현, 보안기능(인증, 접근제어, 기밀성, 권한 관리 등), 에러처리, 세션통제 등을 포함한 SW개발 보안 설계에 관한 주제입니다.",0.6090542
613,"GoF(Gangs of Four) 디자인 패턴에서 생성(Creational) 패턴에 해당하는 것은?
추상 팩토리(Abstract Factory)
GoF 디자인 패턴은 소프트웨어 개...",7,"객체지향(OOP), 디자인 패턴 등을 포함한 객체지향 설계에 관한 주제입니다.",0.7248221
614,"아키텍처 설계과정이 올바른 순서로 나열된 것은?
            ```
㉠ 설계 목표 설정
㉡ 시스템 타입 결정
㉢ 스타일 적용 및 커스터마이즈
㉣ 서브시스템의 기능, 인터페...",7,"객체지향(OOP), 디자인 패턴 등을 포함한 객체지향 설계에 관한 주제입니다.",0.67896235
615,"사용자 인터페이스를 설계할 경우 고려해야 할 가이드라인과 가장 거리가 먼 것은?
심미성을 사용성보다 우선하여 설계해야 한다.
사용자 인터페이스(UI)를 설계할 때 가장 중요한 것은...",5,"감성공학, UI 설계 도구 등을 포함한 UI 설계에 관한 주제입니다.",0.68414235
616,"소프트웨어 설계에서 자주 발생하는 문제에 대한 일반적이고 반복적인 해결 방법을 무엇이라고 하는가?
디자인 패턴
소프트웨어를 설계하다 보면, 비슷한 문제 상황이 반복적으로 발생하는 ...",6,"설계 모델링, 소프트웨어 아키텍처, 재사용, 모듈화, 결합도, 응집도 등을 포함한 공통 모듈 설계에 관한 주제입니다.",0.6337844
617,"객체지향 분석기법의 하나로 객체 모형, 동적 모형, 기능 모형의 3개 모형을 생성하는 방법은?
Rumbaugh Method
객체지향 분석 기법은 소프트웨어를 객체라는 개념을 중심으...",30,"데이터모델 개념, 개체-관계(E-R)모델, 논리적 데이터모델링, 데이터베이스 정규화, 논리 데이터모델 품질검증 등을 포함한 데이터모델링 및 설계에 관한 주제입니다.",0.7086414
618,"입력되는 데이터를 컴퓨터의 프로세서가 처리하기 전에 미리 처리하여 프로세서가 처리하는 시간을 줄여주는 프로그램이나 하드웨어를 말하는 것은?
FEP
컴퓨터의 프로세서는 입력받은 데이...",12,"프로시저, 프로그램 디버깅, 단위테스트 도구 등을 포함한 데이터 조작 프로시저 작성에 관한 주제입니다.",0.6711596
619,"객체 지향 개념 중 하나 이상의 유사한 객체들을 묶어 공통된 특성을 표현한 데이터 추상화를 의미하는 것은?
Class
객체 지향 프로그래밍(OOP)에서 '클래스'는 여러 개의 비슷...",7,"객체지향(OOP), 디자인 패턴 등을 포함한 객체지향 설계에 관한 주제입니다.",0.6618674
620,"클린 코드(Clean Code)를 작성하기 위한 원칙으로 틀린 것은?
추상화 : 하위 클래스/메소드/함수를 통해 애플리케이션의 특성을 간략하게 나타내고, 상세 내용은 상위 클래스/...",21,"알고리즘, 소스코드 품질분석 도구, 코드 최적화 등을 포함한 애플리케이션 성능 개선에 관한 주제입니다.",0.6269591
621,"단위 테스트에서 테스트의 대상이 되는 하위 모듈을 호출하고, 파라미터를 전달하는 가상의 모듈로 상향식 테스트에 필요한 것은?
테스트 드라이버(Test Driver)
단위 테스트는 ...",14,"단위모듈 구현, 단위모듈 테스트 등을 포함한 모듈 구현에 관한 주제입니다.",0.76940674
622,"스택(Stack)에 대한 옳은 내용으로만 나열된 것은?
            ```
① FIFO 방식으로 처리된다.
② 순서 리스트의 뒤(Rear)에서 노드가 삽입되며, 앞(Fro...",11,"스택, 큐, 리스트 등 등을 포함한 자료구조에 관한 주제입니다.",0.78355324
623,"소프트웨어 모듈화의 장점이 아닌 것은?
기능의 분리가 가능하여 인터페이스가 복잡하다.
소프트웨어 모듈화는 큰 프로그램을 작고 독립적인 여러 개의 모듈로 나누는 것을 말합니다.  마...",6,"설계 모델링, 소프트웨어 아키텍처, 재사용, 모듈화, 결합도, 응집도 등을 포함한 공통 모듈 설계에 관한 주제입니다.",0.66977566
624,"소프트웨어 프로젝트 관리에 대한 설명으로 가장 옳은 것은?
주어진 기간 내에 최소의 비용으로 사용자를 만족시키는 시스템을 개발
소프트웨어 프로젝트는 시간과 비용이라는 제약 하에 진...",47,"소프트웨어 생명주기 모델, 소프트웨어 개발 방법론, 요구공학 방법론, 비용산정 모델 등을 포함한 소프트웨어개발 방법론 선정에 관한 주제입니다.",0.6664703
625,"정형 기술 검토(FTR)의 지침으로 틀린 것은?
참가자의 수를 제한하지 않는다.
정형 기술 검토(Formal Technical Review, FTR)는 소프트웨어 개발 과정에서 발...",22,"인터페이스 기능 확인, 데이터 표준 확인 등을 포함한 인터페이스 설계 확인에 관한 주제입니다.",0.57453424
626,"소프트웨어 재공학의 주요 활동 중 기존 소프트웨어 시스템을 새로운 기술 또는 하드웨어 환경에서 사용할 수 있도록 변환하는 작업을 의미하는 것은?
Migration
소프트웨어 재공학...",18,"소프트웨어 버전관리 도구, 빌드 자동화 도구 등을 포함한 제품소프트웨어 버전관리에 관한 주제입니다.",0.6171847
627,"정보시스템 개발 단계에서 프로그래밍 언어 선택 시 고려할 사항으로 가장 거리가 먼 것은?
컴파일러의 독창성
정보시스템을 개발할 때 프로그래밍 언어를 선택하는 것은 매우 중요한 결정...",42,"절차적 프로그래밍 언어, 객체지향 프로그래밍 언어, 스크립트 언어, 선언형 언어 등을 포함한 언어특성 활용에 관한 주제입니다.",0.78082526
628,"소프트웨어 패키징에 대한 설명으로 틀린 것은?
패키징은 개발자 중심으로 진행한다.
소프트웨어 패키징이란 개발이 완료된 소프트웨어를 사용자가 쉽게 설치하고 사용할 수 있도록 포장하는...",16,"애플리케이션 패키징, 애플리케이션 배포 도구, 애플리케이션 모니터링 도구, DRM 등을 포함한 제품소프트웨어 패키징에 관한 주제입니다.",0.80229175
629,"자료 구조의 분류 중 선형 구조가 아닌 것은?
트리
자료구조는 데이터를 효율적으로 저장하고 관리하는 방법을 연구하는 컴퓨터 과학의 한 분야입니다.  자료구조는 크게 선형 구조와 비...",11,"스택, 큐, 리스트 등 등을 포함한 자료구조에 관한 주제입니다.",0.830791
630,"아주 오래되거나 참고문서 또는 개발자가 없어 유지보수 작업이 아주 어려운 프로그램을 의미하는 것은?
Alien Code
오래되어서 참고문서나 개발자가 없어 유지보수가 어려운 프로그...",42,"절차적 프로그래밍 언어, 객체지향 프로그래밍 언어, 스크립트 언어, 선언형 언어 등을 포함한 언어특성 활용에 관한 주제입니다.",0.57539827
631,"소프트웨어를 재사용함으로써 얻을 수 있는 이점으로 가장 거리가 먼 것은?
새로운 개발 방법론 도입 용이
소프트웨어 재사용의 이점은 개발 시간 단축과 비용 절감, 그리고 이미 검증된...",47,"소프트웨어 생명주기 모델, 소프트웨어 개발 방법론, 요구공학 방법론, 비용산정 모델 등을 포함한 소프트웨어개발 방법론 선정에 관한 주제입니다.",0.61275125
632,"인터페이스 간의 통신을 위해 이용되는 데이터 포맷이 아닌 것은?
AJTML
이 문제는 인터페이스 간의 통신에 사용되는 데이터 포맷을 묻고 있습니다.  JSON, XML, YAML은...",10,"내외부 송수신, 데이터 명세화, 오류 처리방안 명세화, 인터페이스 설계, 미들웨어 솔루션 등을 포함한 인터페이스 상세 설계에 관한 주제입니다.",0.6421801
633,"프로그램 설계도의 하나인 NS Chart에 대한 설명으로 가장 거리가 먼 것은?
화살표나 GOTO를 사용하여 이해하기 쉽다.
NS 차트는 프로그램의 논리적인 흐름을 그림으로 나타내...",11,"스택, 큐, 리스트 등 등을 포함한 자료구조에 관한 주제입니다.",0.58411115
634,"순서가 A, B, C, D로 정해진 입력자료를 push, push, pop, push, push, pop, pop, pop 순서로 스택연산을 수행하는 경우 출력 결과는?
B D C...",11,"스택, 큐, 리스트 등 등을 포함한 자료구조에 관한 주제입니다.",0.7878524
635,"분할 정복(Divide and Conquer)에 기반한 알고리즘으로 피벗(pivot)을 사용하며 최악의 경우 회의 비교를 수행해야 하는 정렬(Sort)은?
            n...",40,배치 프로그램 등을 포함한 배치 프로그램 구현에 관한 주제입니다.,0.5406703
636,"화이트 박스 검사 기법에 해당하는 것으로만 짝지어진 것은?
            ① 데이터 흐름 검사  
② 루프 검사  
③ 동등 분할 검사  
④ 경계값 분석  
⑤ 원인 결과...",20,"결함관리 도구, 테스트 자동화 도구, 통합 테스트 등을 포함한 애플리케이션 통합 테스트에 관한 주제입니다.",0.71693254
637,"소프트웨어 품질 관련 국제 표준인 ISO/IEC 25000에 관한 설명으로 옳지 않은 것은?
ISO/IEC 2501n에서는 소프트웨어의 내부 측정, 외부측정, 사용품질 측정, 품질...",17,"제품소프트웨어 매뉴얼 작성, 국제 표준 제품 품질 특성 등을 포함한 제품소프트웨어 매뉴얼 작성에 관한 주제입니다.",0.67781013
638,"코드 인스펙션과 관련한 설명으로 틀린 것은?
동적 테스트 시에만 활용하는 기법이다.
코드 인스펙션은 프로그램을 직접 실행시키지 않고 코드를 읽어서 오류나 문제점을 찾는 정적 테스트...",20,"결함관리 도구, 테스트 자동화 도구, 통합 테스트 등을 포함한 애플리케이션 통합 테스트에 관한 주제입니다.",0.5836414
639,"프로젝트에 내재된 위험 요소를 인식하고 그 영향을 분석하여 이를 관리하는 활동으로서, 프로젝트를 성공시키기 위하여 위험 요소를 사전에 예측, 대비하는 모든 기술과 활동을 포함하는 ...",56,"로그 분석, 보안 솔루션, 취약점 분석 등을 포함한 시스템 보안 구현에 관한 주제입니다.",0.5764952
640,"데이터베이스 설계 단계 중 물리적 설계 시 고려 사항으로 적절하지 않은 것은?
스키마의 평가 및 정제
데이터베이스 물리적 설계는 논리적 설계 단계에서 만들어진 데이터베이스 모델을 ...",32,"파티셔닝, 클러스터링, 데이터베이스 백업, 테이블 저장 사이징, 데이터 지역화(locality) 등을 포함한 데이터베이스 물리속성 설계에 관한 주제입니다.",0.8058599
641,"DELETE 명령에 대한 설명으로 틀린 것은?
WHERE 조건절이 없는 DELETE 명령을 수행하면 DROP TABLE 명령을 수행했을 때와 동일한 효과를 얻을 수 있다.
DELE...",26,"DML, DCL, 윈도우 함수, 그룹 함수, 오류 처리 등을 포함한 응용 SQL 작성에 관한 주제입니다.",0.554037
642,"어떤 릴레이션 R의 모든 조인 종속성의 만족이 R의 후보 키를 통해서만 만족될 때, 이 릴레이션 R이 해당하는 정규형은?
제5정규형
릴레이션 R의 모든 조인 종속성이 후보 키를 통...",33,"데이터베이스 무결성, 칼럼 속성, 키 종류, 반정규화, 정규화 등을 포함한 물리 데이터베이스 모델링에 관한 주제입니다.",0.59264195
643,"E-R 모델에서 다중값 속성의 표기법은?
nan
E-R 모델은 데이터베이스 설계에 사용되는 개체-관계 모델입니다.  데이터베이스를 설계할 때,  실제 세계의 개체(Entity)와 ...",30,"데이터모델 개념, 개체-관계(E-R)모델, 논리적 데이터모델링, 데이터베이스 정규화, 논리 데이터모델 품질검증 등을 포함한 데이터모델링 및 설계에 관한 주제입니다.",0.7333319
644,"다른 릴레이션의 기본키를 참조하는 키를 의미하는 것은?
외래키
다른 테이블의 기본키를 참조하는 키를 묻는 문제입니다.  데이터베이스는 여러 개의 테이블로 구성되는데,  서로 다른 ...",26,"DML, DCL, 윈도우 함수, 그룹 함수, 오류 처리 등을 포함한 응용 SQL 작성에 관한 주제입니다.",0.54977465
645,"관계해석에서 '모든 것에 대하여'의 의미를 나타내는 논리 기호는?
∀
이 문제는 관계 해석에서 사용하는 논리 기호 중 '모든 것에 대하여'를 나타내는 기호를 묻고 있습니다.  수학...",26,"DML, DCL, 윈도우 함수, 그룹 함수, 오류 처리 등을 포함한 응용 SQL 작성에 관한 주제입니다.",0.5225779
646,"다음 릴레이션의 Degree와 Cardinality는?
            ```
학번     이름     학년   학과
13001   홍길동   3학년  전기
13002   이...",33,"데이터베이스 무결성, 칼럼 속성, 키 종류, 반정규화, 정규화 등을 포함한 물리 데이터베이스 모델링에 관한 주제입니다.",0.6488878
647,"뷰(View)에 대한 설명으로 틀린 것은?
SQL을 사용하면 뷰에 대한 삽입, 갱신, 삭제 연산 시 제약 사항이 없다.
뷰(View)는 데이터베이스에 저장된 데이터의 특정 부분을 ...",28,"뷰, 인덱스, 집합 연산자, 조인, 서브쿼리 등을 포함한 고급 SQL 작성에 관한 주제입니다.",0.5825176
648,"관계 대수식을 SQL 질의로 옳게 표현한 것은?
            \(\Pi_{\text{이름}}(\sigma_{\text{학과} = \text{'교육'}}(\text{학생})...",26,"DML, DCL, 윈도우 함수, 그룹 함수, 오류 처리 등을 포함한 응용 SQL 작성에 관한 주제입니다.",0.6955266
649,"정규화 과정에서 함수 종속이 A→B 이고 B→C 일 때 A→C인 관계를 제거하는 단계는?
2NF → 3NF
정규화는 데이터베이스의 중복을 제거하고 데이터 무결성을 높이기 위한 과정...",33,"데이터베이스 무결성, 칼럼 속성, 키 종류, 반정규화, 정규화 등을 포함한 물리 데이터베이스 모델링에 관한 주제입니다.",0.6727841
650,"CREATE TABLE문에 포함되지 않는 기능은?
속성 타입 변경
CREATE TABLE 문은 데이터베이스에 새로운 테이블을 생성하는 SQL 명령어입니다.  테이블을 만들 때는 테...",26,"DML, DCL, 윈도우 함수, 그룹 함수, 오류 처리 등을 포함한 응용 SQL 작성에 관한 주제입니다.",0.6877048
651,"SQL과 관련한 설명으로 틀린 것은?
REVOKE 키워드를 사용하여 열 이름을 다시 부여할 수 있다.
SQL은 데이터베이스를 관리하고 조작하는 데 사용되는 언어입니다. 문제에서 제...",26,"DML, DCL, 윈도우 함수, 그룹 함수, 오류 처리 등을 포함한 응용 SQL 작성에 관한 주제입니다.",0.61929345
652,"다음 SQL문의 실행결과로 생성되는 튜플 수는?
            ```
SELECT 급여 FROM 사원;

<사원> 테이블
사원ID  사원명  급여   부서ID
101    ...",25,"트리거, 이벤트, 사용자 정의 함수, SQL 문법 등을 포함한 절차형 SQL 작성에 관한 주제입니다.",0.7079851
653,"다음 SQL문에서 사용된 BETWEEN 연산의 의미와 동일한 것은?
            SELECT *
FROM 성적
WHERE (점수 BETWEEN 90 AND 95)
AND ...",25,"트리거, 이벤트, 사용자 정의 함수, SQL 문법 등을 포함한 절차형 SQL 작성에 관한 주제입니다.",0.61837614
654,"트랜잭션의 상태 중 트랜잭션의 수행이 실패하여 Rollback 연산을 실행한 상태는?
철회(Aborted)
트랜잭션이란 데이터베이스에서 여러 작업을 하나의 논리적 단위로 묶어서 처...",32,"파티셔닝, 클러스터링, 데이터베이스 백업, 테이블 저장 사이징, 데이터 지역화(locality) 등을 포함한 데이터베이스 물리속성 설계에 관한 주제입니다.",0.5282412
655,"데이터 제어어(DCL)에 대한 설명으로 옳은 것은?
GRANT : 데이터베이스 사용자의 사용 권한을 부여한다.
데이터 제어어(DCL, Data Control Language)는 데...",32,"파티셔닝, 클러스터링, 데이터베이스 백업, 테이블 저장 사이징, 데이터 지역화(locality) 등을 포함한 데이터베이스 물리속성 설계에 관한 주제입니다.",0.62633
656,"테이블 R과 S에 대한 SQL에 대한 SQL문이 실행되었을 때, 실행결과로 옳은 것은?
            ```
R
A B
1 A
3 B

S
A B
1 A
2 B

SELEC...",25,"트리거, 이벤트, 사용자 정의 함수, SQL 문법 등을 포함한 절차형 SQL 작성에 관한 주제입니다.",0.75972974
657,"분산 데이터베이스 시스템(Distributed Database System)에 대한 설명으로 틀린 것은?
분산 데이터베이스 시스템의 주요 구성 요소는 분산 처리기, P2P 시스템,...",32,"파티셔닝, 클러스터링, 데이터베이스 백업, 테이블 저장 사이징, 데이터 지역화(locality) 등을 포함한 데이터베이스 물리속성 설계에 관한 주제입니다.",0.7540092
