problem_index,problem_text,top_matches
552,"데이터의 중복으로 인하여 관계연산을 처리할 때 예기치 못한 곤란한 현상이 발생하는 것을 무엇이라 하는가?
이상(Anomaly)
데이터베이스에서 데이터의 중복은 여러 가지 문제를 야...","[{'rank': 1, 'topic_id': 37, 'topic_description': '데이터 품질 분석, 오류 데이터 측정을 포함한 데이터 정제는 데이터의 정확성과 완전성을 높이는 주제입니다. 데이터 오류를 식별하고 정정합니다.', 'combined_score': 0.6431351123611422, 'sbert_score': 0.5539189, 'keyword_score': 0.12278190829207675}, {'rank': 2, 'topic_id': 33, 'topic_description': '데이터베이스 무결성, 칼럼 속성, 키 종류, 반정규화, 정규화를 포함한 물리 데이터베이스 모델링은 데이터베이스의 물리적 구조를 설계하는 주제입니다. 데이터 일관성을 유지합니다.', 'combined_score': 0.5910407288657633, 'sbert_score': 0.53972095, 'keyword_score': 0.09777366894403372}, {'rank': 3, 'topic_id': 36, 'topic_description': '데이터 전환 수행 계획, 체크리스트, 데이터 검증을 포함한 데이터 전환 수행은 데이터 마이그레이션을 실행하는 주제입니다. 전환 과정의 정확성을 검증합니다.', 'combined_score': 0.5512057947691642, 'sbert_score': 0.50439006, 'keyword_score': 0.0906705926682772}]"
553,"다음 중 SQL에서의 DDL 문이 아닌 것은?
DELETE
SQL(Structured Query Language)은 데이터베이스를 관리하고 조작하는 데 사용되는 표준 언어입니다. ...","[{'rank': 1, 'topic_id': 27, 'topic_description': 'DDL, 관계형 데이터 모델, 트랜잭션, 테이블, 데이터 사전을 포함한 기본 SQL 작성은 데이터베이스 구조를 정의하는 주제입니다. 기본적인 테이블 생성과 관리 기술을 다룹니다.', 'combined_score': 0.8066457627862277, 'sbert_score': 0.7583072, 'keyword_score': 0.14908467512031187}, {'rank': 2, 'topic_id': 26, 'topic_description': 'DML, DCL, 윈도우 함수, 그룹 함수, 오류 처리를 포함한 응용 SQL 작성은 데이터 조작과 권한 관리를 위한 쿼리를 작성하는 주제입니다. 복잡한 데이터 분석을 지원합니다.', 'combined_score': 0.7486771807146438, 'sbert_score': 0.7143184, 'keyword_score': 0.13210577705695722}, {'rank': 3, 'topic_id': 25, 'topic_description': '트리거, 이벤트, 사용자 정의 함수, SQL 문법을 포함한 절차형 SQL 작성은 데이터베이스에서 동적 쿼리를 작성하는 주제입니다. 자동화된 데이터 처리를 구현합니다.', 'combined_score': 0.7115410077620973, 'sbert_score': 0.73615324, 'keyword_score': 0.09140261271219641}]"
554,"정규화에 대한 설명으로 적절하지 않은 것은?
데이터베이스의 개념적 설계 단계 이전에 수행한다.
데이터베이스 정규화는 데이터 중복을 최소화하고 데이터 무결성을 유지하기 위한 설계 기...","[{'rank': 1, 'topic_id': 33, 'topic_description': '데이터베이스 무결성, 칼럼 속성, 키 종류, 반정규화, 정규화를 포함한 물리 데이터베이스 모델링은 데이터베이스의 물리적 구조를 설계하는 주제입니다. 데이터 일관성을 유지합니다.', 'combined_score': 0.7831484793047208, 'sbert_score': 0.7289356, 'keyword_score': 0.1274297582822996}, {'rank': 2, 'topic_id': 37, 'topic_description': '데이터 품질 분석, 오류 데이터 측정을 포함한 데이터 정제는 데이터의 정확성과 완전성을 높이는 주제입니다. 데이터 오류를 식별하고 정정합니다.', 'combined_score': 0.7065805667271439, 'sbert_score': 0.66811484, 'keyword_score': 0.10964608825447619}, {'rank': 3, 'topic_id': 30, 'topic_description': '데이터모델 개념, E-R 모델, 논리적 데이터모델링, 정규화, 품질검증을 포함한 데이터모델링 및 설계는 데이터베이스 논리 구조를 설계하는 주제입니다. 데이터 일관성과 효율성을 보장합니다.', 'combined_score': 0.7020119654766082, 'sbert_score': 0.7570373, 'keyword_score': 0.0614097412030805}]"
555,"트랜잭션의 주요 특성 중 하나로 둘 이상의 트랜잭션이 동시에 병행 실행되는 경우 어느 하나의 트랜잭션 실행 중에 다른 트랜잭션의 연산이 끼어들 수 없음을 의미하는 것은?
Isola...","[{'rank': 1, 'topic_id': 27, 'topic_description': 'DDL, 관계형 데이터 모델, 트랜잭션, 테이블, 데이터 사전을 포함한 기본 SQL 작성은 데이터베이스 구조를 정의하는 주제입니다. 기본적인 테이블 생성과 관리 기술을 다룹니다.', 'combined_score': 0.6662388854145674, 'sbert_score': 0.5827986, 'keyword_score': 0.0284346289216639}, {'rank': 2, 'topic_id': 33, 'topic_description': '데이터베이스 무결성, 칼럼 속성, 키 종류, 반정규화, 정규화를 포함한 물리 데이터베이스 모델링은 데이터베이스의 물리적 구조를 설계하는 주제입니다. 데이터 일관성을 유지합니다.', 'combined_score': 0.6230246138286114, 'sbert_score': 0.54470295, 'keyword_score': 0.02662366136995391}, {'rank': 3, 'topic_id': 30, 'topic_description': '데이터모델 개념, E-R 모델, 논리적 데이터모델링, 정규화, 품질검증을 포함한 데이터모델링 및 설계는 데이터베이스 논리 구조를 설계하는 주제입니다. 데이터 일관성과 효율성을 보장합니다.', 'combined_score': 0.6214028689196851, 'sbert_score': 0.58734566, 'keyword_score': 0.021542976485695902}]"
556,"SQL의 논리 연산자가 아닌 것은?
OTHER
SQL은 데이터베이스를 관리하고 조작하는 데 사용되는 언어입니다.  데이터베이스에서 여러 조건을 만족하는 데이터를 찾기 위해서는 여러...","[{'rank': 1, 'topic_id': 30, 'topic_description': '데이터모델 개념, E-R 모델, 논리적 데이터모델링, 정규화, 품질검증을 포함한 데이터모델링 및 설계는 데이터베이스 논리 구조를 설계하는 주제입니다. 데이터 일관성과 효율성을 보장합니다.', 'combined_score': 0.7309535858571522, 'sbert_score': 0.66369194, 'keyword_score': 0.08183982002774845}, {'rank': 2, 'topic_id': 25, 'topic_description': '트리거, 이벤트, 사용자 정의 함수, SQL 문법을 포함한 절차형 SQL 작성은 데이터베이스에서 동적 쿼리를 작성하는 주제입니다. 자동화된 데이터 처리를 구현합니다.', 'combined_score': 0.6087940371944819, 'sbert_score': 0.7245835, 'keyword_score': 0.011918841986718382}, {'rank': 3, 'topic_id': 26, 'topic_description': 'DML, DCL, 윈도우 함수, 그룹 함수, 오류 처리를 포함한 응용 SQL 작성은 데이터 조작과 권한 관리를 위한 쿼리를 작성하는 주제입니다. 복잡한 데이터 분석을 지원합니다.', 'combined_score': 0.5827046036720276, 'sbert_score': 0.72838074, 'keyword_score': 0.0}]"
557,"동시성 제어를 위한 직렬화 기법으로 트랜잭션 간의 처리 순서를 미리 정하는 방법은?
타임스탬프 기법
동시성 제어란 여러 사용자가 동시에 데이터베이스를 접근하여 데이터를 변경할 때 ...","[{'rank': 1, 'topic_id': 27, 'topic_description': 'DDL, 관계형 데이터 모델, 트랜잭션, 테이블, 데이터 사전을 포함한 기본 SQL 작성은 데이터베이스 구조를 정의하는 주제입니다. 기본적인 테이블 생성과 관리 기술을 다룹니다.', 'combined_score': 0.6956503805531468, 'sbert_score': 0.619563, 'keyword_score': 0.06741007635035533}, {'rank': 2, 'topic_id': 30, 'topic_description': '데이터모델 개념, E-R 모델, 논리적 데이터모델링, 정규화, 품질검증을 포함한 데이터모델링 및 설계는 데이터베이스 논리 구조를 설계하는 주제입니다. 데이터 일관성과 효율성을 보장합니다.', 'combined_score': 0.6192129396330533, 'sbert_score': 0.64686, 'keyword_score': 0.03428642885183704}, {'rank': 3, 'topic_id': 52, 'topic_description': 'IT 신기술, 데이터베이스 관리 기능, 표준화를 포함한 DB 구축 관리는 데이터베이스 시스템을 설계하고 관리하는 주제입니다. 데이터 관리의 효율성을 높입니다.', 'combined_score': 0.5991048700243039, 'sbert_score': 0.59696203, 'keyword_score': 0.0409634958436718}]"
558,"이전 단계의 정규형을 만족하면서 후보키를 통하지 않는 조인 종속(JD : Join Dependency) 제거해야 만족하는 정규형은?
제5정규형
이 문제는 데이터베이스 정규화의 최종...","[{'rank': 1, 'topic_id': 28, 'topic_description': '뷰, 인덱스, 집합 연산자, 조인, 서브쿼리를 포함한 고급 SQL 작성은 복잡한 데이터 조회를 위한 쿼리를 작성하는 주제입니다. 성능과 가독성을 최적화합니다.', 'combined_score': 0.6128610191679774, 'sbert_score': 0.51607627, 'keyword_score': 0.09757875738042604}, {'rank': 2, 'topic_id': 33, 'topic_description': '데이터베이스 무결성, 칼럼 속성, 키 종류, 반정규화, 정규화를 포함한 물리 데이터베이스 모델링은 데이터베이스의 물리적 구조를 설계하는 주제입니다. 데이터 일관성을 유지합니다.', 'combined_score': 0.5804176978456088, 'sbert_score': 0.61669093, 'keyword_score': 0.04247845154392561}, {'rank': 3, 'topic_id': 30, 'topic_description': '데이터모델 개념, E-R 모델, 논리적 데이터모델링, 정규화, 품질검증을 포함한 데이터모델링 및 설계는 데이터베이스 논리 구조를 설계하는 주제입니다. 데이터 일관성과 효율성을 보장합니다.', 'combined_score': 0.5554695027880833, 'sbert_score': 0.6262835, 'keyword_score': 0.026562251963478986}]"
559,어떤 릴레이션 R에서 X와 Y를 각각 R의 애트리뷰트 집합의 부분 집합이라고 할 경우 애트리뷰트 X의 값 각각에 대해 시간에 관계없이 항상 애트리뷰트 Y의 값이 오직 하나만 연관되...,"[{'rank': 1, 'topic_id': 26, 'topic_description': 'DML, DCL, 윈도우 함수, 그룹 함수, 오류 처리를 포함한 응용 SQL 작성은 데이터 조작과 권한 관리를 위한 쿼리를 작성하는 주제입니다. 복잡한 데이터 분석을 지원합니다.', 'combined_score': 0.7014751551959414, 'sbert_score': 0.6268439, 'keyword_score': 0.12689974206525362}, {'rank': 2, 'topic_id': 25, 'topic_description': '트리거, 이벤트, 사용자 정의 함수, SQL 문법을 포함한 절차형 SQL 작성은 데이터베이스에서 동적 쿼리를 작성하는 주제입니다. 자동화된 데이터 처리를 구현합니다.', 'combined_score': 0.5837097212481419, 'sbert_score': 0.5976431, 'keyword_score': 0.06700005970842754}, {'rank': 3, 'topic_id': 29, 'topic_description': '관계 데이터 모델, 관계대수, 관계해석, 시스템카탈로그, 뷰를 포함한 관계데이터베이스 모델은 데이터베이스의 이론적 기반을 다루는 주제입니다. 데이터 구조와 연산을 정의합니다.', 'combined_score': 0.4887978136539459, 'sbert_score': 0.61099726, 'keyword_score': 0.0}]"
560,"모듈 내 구성 요소들이 서로 다른 기능을 같은 시간대에 함께 실행하는 경우의 응집도(Cohesion)는?
Temporal Cohesion
이 문제는 모듈 내 구성 요소들이 동시에 ...","[{'rank': 1, 'topic_id': 6, 'topic_description': '설계 모델링, 소프트웨어 아키텍처, 재사용, 모듈화, 결합도, 응집도를 포함한 공통 모듈 설계는 소프트웨어의 재사용 가능한 구성 요소를 설계하는 주제입니다. 모듈 간 독립성을 높이고 시스템 구조를 최적화합니다.', 'combined_score': 0.6969879089342776, 'sbert_score': 0.6212349, 'keyword_score': 0.13858060279742326}, {'rank': 2, 'topic_id': 14, 'topic_description': '단위모듈 구현, 단위모듈 테스트를 포함한 모듈 구현은 소프트웨어의 개별 구성 요소를 개발하고 검증하는 주제입니다. 각 모듈의 독립성과 기능을 보장합니다.', 'combined_score': 0.6070228392053425, 'sbert_score': 0.614089, 'keyword_score': 0.0802046406143376}, {'rank': 3, 'topic_id': 20, 'topic_description': '결함관리 도구, 테스트 자동화 도구, 통합 테스트를 포함한 애플리케이션 통합 테스트는 모듈 간 상호작용을 검증하는 주제입니다. 시스템 전체의 안정성을 보장합니다.', 'combined_score': 0.5738622704701578, 'sbert_score': 0.65946674, 'keyword_score': 0.032073693246076014}]"
561,"오류 제어에 사용되는 자동반복 요청방식(ARQ)이 아닌 것은?
Non-Acknowledge ARQ
이 문제는 네트워크 통신에서 데이터 전송의 신뢰성을 확보하기 위해 사용되는 오류 ...","[{'rank': 1, 'topic_id': 37, 'topic_description': '데이터 품질 분석, 오류 데이터 측정을 포함한 데이터 정제는 데이터의 정확성과 완전성을 높이는 주제입니다. 데이터 오류를 식별하고 정정합니다.', 'combined_score': 0.6250345823100454, 'sbert_score': 0.5312932, 'keyword_score': 0.06560530577059227}, {'rank': 2, 'topic_id': 10, 'topic_description': '내외부 송수신, 데이터 명세화, 오류 처리 방안 명세화, 미들웨어 솔루션을 포함한 인터페이스 상세 설계는 인터페이스의 세부 구현을 설계하는 주제입니다. 데이터 흐름과 오류 대응 전략을 구체화합니다.', 'combined_score': 0.5554851497592205, 'sbert_score': 0.48977283, 'keyword_score': 0.05368708339680398}, {'rank': 3, 'topic_id': 22, 'topic_description': '인터페이스 기능 확인, 데이터 표준 확인을 포함한 인터페이스 설계 확인은 인터페이스 설계의 적합성을 검증하는 주제입니다. 표준 준수와 기능 완성도를 평가합니다.', 'combined_score': 0.5294970215053065, 'sbert_score': 0.4461847, 'keyword_score': 0.05660073872244343}]"
562,"다음 파이썬(Python) 프로그램이 실행되었을 때의 결과는?
            ```python
def cs(n):
    s = 0
    for num in range(n...","[{'rank': 1, 'topic_id': 26, 'topic_description': 'DML, DCL, 윈도우 함수, 그룹 함수, 오류 처리를 포함한 응용 SQL 작성은 데이터 조작과 권한 관리를 위한 쿼리를 작성하는 주제입니다. 복잡한 데이터 분석을 지원합니다.', 'combined_score': 0.6742898036062928, 'sbert_score': 0.59286225, 'keyword_score': 0.018336108753680684}, {'rank': 2, 'topic_id': 43, 'topic_description': '라이브러리, 데이터 입출력, 예외 처리, 프로토타입을 포함한 라이브러리 활용은 소프트웨어 기능을 확장하는 주제입니다. 재사용 가능한 코드를 효율적으로 사용합니다.', 'combined_score': 0.6290871258451278, 'sbert_score': 0.59648263, 'keyword_score': 0.013926367477924886}, {'rank': 3, 'topic_id': 54, 'topic_description': '암호 알고리즘, 코드오류, 캡슐화, API 오용을 포함한 SW개발 보안 구현은 보안 기능을 실제로 구현하는 주제입니다. 안전한 코드를 작성합니다.', 'combined_score': 0.5505980623246327, 'sbert_score': 0.5063866, 'keyword_score': 0.013338492902415401}]"
563,"다음 C언어 프로그램이 실행되었을 때의 결과는?
            ```c
#include <stdio.h>
#include <string.h>
int main(void) {
...","[{'rank': 1, 'topic_id': 26, 'topic_description': 'DML, DCL, 윈도우 함수, 그룹 함수, 오류 처리를 포함한 응용 SQL 작성은 데이터 조작과 권한 관리를 위한 쿼리를 작성하는 주제입니다. 복잡한 데이터 분석을 지원합니다.', 'combined_score': 0.6462945148434623, 'sbert_score': 0.5578681, 'keyword_score': 0.013499515340311755}, {'rank': 2, 'topic_id': 42, 'topic_description': '절차적, 객체지향, 스크립트, 선언형 언어를 포함한 언어특성 활용은 다양한 프로그래밍 언어의 특성을 활용하는 주제입니다. 언어별 최적의 코딩 방식을 적용합니다.', 'combined_score': 0.5389465689659119, 'sbert_score': 0.67368317, 'keyword_score': 0.0}, {'rank': 3, 'topic_id': 44, 'topic_description': '운영체제 종류, 메모리 관리, 프로세스 스케쥴링, 환경변수, shell script를 포함한 운영체제 기초 활용은 시스템 자원을 관리하는 주제입니다. OS의 기본 기능을 활용합니다.', 'combined_score': 0.5280072834427543, 'sbert_score': 0.5087058, 'keyword_score': 0.008170085852957478}]"
564,"JAVA에서 힙(Heap)에 남아있으나 변수가 가지고 있던 참조값을 잃거나 변수 자체가 없어짐으로써 더 이상 사용되지 않는 객체를 제거해주는 역할을 하는 모듈은?
Garbage C...","[{'rank': 1, 'topic_id': 44, 'topic_description': '운영체제 종류, 메모리 관리, 프로세스 스케쥴링, 환경변수, shell script를 포함한 운영체제 기초 활용은 시스템 자원을 관리하는 주제입니다. OS의 기본 기능을 활용합니다.', 'combined_score': 0.6343430096525076, 'sbert_score': 0.54292876, 'keyword_score': 0.037408241023789146}, {'rank': 2, 'topic_id': 43, 'topic_description': '라이브러리, 데이터 입출력, 예외 처리, 프로토타입을 포함한 라이브러리 활용은 소프트웨어 기능을 확장하는 주제입니다. 재사용 가능한 코드를 효율적으로 사용합니다.', 'combined_score': 0.575546879499904, 'sbert_score': 0.6437532, 'keyword_score': 0.011324284627214357}, {'rank': 3, 'topic_id': 41, 'topic_description': '데이터 타입, 변수, 연산자를 포함한 기본 문법 활용은 프로그래밍 언어의 기본 요소를 사용하는 주제입니다. 코드 작성의 기초를 다룹니다.', 'combined_score': 0.5408076545177791, 'sbert_score': 0.51702315, 'keyword_score': 0.023789606292991667}]"
565,"다음 C언어 프로그램이 실행되었을 때의 결과는?
            ```c
#include <stdio.h>
int main(void) {
    int a = 3, b = 4...","[{'rank': 1, 'topic_id': 41, 'topic_description': '데이터 타입, 변수, 연산자를 포함한 기본 문법 활용은 프로그래밍 언어의 기본 요소를 사용하는 주제입니다. 코드 작성의 기초를 다룹니다.', 'combined_score': 0.6688329390190493, 'sbert_score': 0.58604115, 'keyword_score': 0.0236923131294399}, {'rank': 2, 'topic_id': 30, 'topic_description': '데이터모델 개념, E-R 모델, 논리적 데이터모델링, 정규화, 품질검증을 포함한 데이터모델링 및 설계는 데이터베이스 논리 구조를 설계하는 주제입니다. 데이터 일관성과 효율성을 보장합니다.', 'combined_score': 0.5258696230047566, 'sbert_score': 0.4450597, 'keyword_score': 0.020117365099133054}, {'rank': 3, 'topic_id': 42, 'topic_description': '절차적, 객체지향, 스크립트, 선언형 언어를 포함한 언어특성 활용은 다양한 프로그래밍 언어의 특성을 활용하는 주제입니다. 언어별 최적의 코딩 방식을 적용합니다.', 'combined_score': 0.5131964683532715, 'sbert_score': 0.6414956, 'keyword_score': 0.0}]"
566,"다음 중 JAVA에서 우선순위가 가장 낮은 연산자는?
=
JAVA에서 연산자의 우선순위는 수학과 마찬가지로 계산 순서를 결정하는 중요한 요소입니다.  덧셈, 뺄셈보다 곱셈, 나눗셈...","[{'rank': 1, 'topic_id': 28, 'topic_description': '뷰, 인덱스, 집합 연산자, 조인, 서브쿼리를 포함한 고급 SQL 작성은 복잡한 데이터 조회를 위한 쿼리를 작성하는 주제입니다. 성능과 가독성을 최적화합니다.', 'combined_score': 0.6396929737570884, 'sbert_score': 0.5496162, 'keyword_score': 0.059972222473688434}, {'rank': 2, 'topic_id': 41, 'topic_description': '데이터 타입, 변수, 연산자를 포함한 기본 문법 활용은 프로그래밍 언어의 기본 요소를 사용하는 주제입니다. 코드 작성의 기초를 다룹니다.', 'combined_score': 0.4803999066352844, 'sbert_score': 0.60049987, 'keyword_score': 0.0}, {'rank': 3, 'topic_id': 26, 'topic_description': 'DML, DCL, 윈도우 함수, 그룹 함수, 오류 처리를 포함한 응용 SQL 작성은 데이터 조작과 권한 관리를 위한 쿼리를 작성하는 주제입니다. 복잡한 데이터 분석을 지원합니다.', 'combined_score': 0.4690796434879303, 'sbert_score': 0.58634955, 'keyword_score': 0.0}]"
567,"사용자가 요청한 디스크 입·출력 내용이 다음과 같은 순서로 큐에 들어 있을 때 SSTF 스케쥴링을 사용한 경우의 처리 순서는? (단, 현재 헤드 위치는 53 이고, 제일 안쪽이 1...","[{'rank': 1, 'topic_id': 12, 'topic_description': '프로시저, 프로그램 디버깅, 단위테스트 도구를 포함한 데이터 조작 프로시저 작성은 데이터 처리 로직을 구현하는 주제입니다. 코드 안정성을 위해 디버깅과 테스트를 수행합니다.', 'combined_score': 0.6212724057602208, 'sbert_score': 0.61172664, 'keyword_score': 0.0071404683060862445}, {'rank': 2, 'topic_id': 21, 'topic_description': '알고리즘, 소스코드 품질분석 도구, 코드 최적화를 포함한 애플리케이션 성능 개선은 소프트웨어 실행 효율성을 높이는 주제입니다. 최적화 기법으로 성능 병목을 해결합니다.', 'combined_score': 0.5944328123228089, 'sbert_score': 0.5012412, 'keyword_score': 0.010472664309646856}, {'rank': 3, 'topic_id': 54, 'topic_description': '암호 알고리즘, 코드오류, 캡슐화, API 오용을 포함한 SW개발 보안 구현은 보안 기능을 실제로 구현하는 주제입니다. 안전한 코드를 작성합니다.', 'combined_score': 0.5935074489719225, 'sbert_score': 0.4918843, 'keyword_score': 0.010827824848887762}]"
568,192.168.1.0/24 네트워크를 FLSM 방식을 이용하여 4개의 Subnet으로 나누고 IP Subnet-zero를 적용했다. 이 때 Subnetting 된 네트워크 중 4번...,"[{'rank': 1, 'topic_id': 45, 'topic_description': '인터넷 구성, 네트워크 7계층, IP, TCP/UDP를 포함한 네트워크 기초 활용은 네트워크 구조와 프로토콜을 이해하는 주제입니다. 데이터 통신의 기초를 다룹니다.', 'combined_score': 0.6455368218568615, 'sbert_score': 0.556921, 'keyword_score': 0.08938518478622894}, {'rank': 2, 'topic_id': 49, 'topic_description': 'IT 신기술, 네트워크 장비(라우터, 백본 스위치)를 포함한 네트워크 구축 관리는 네트워크 인프라를 설계하고 관리하는 주제입니다. 최신 기술을 활용해 안정성을 높입니다.', 'combined_score': 0.5166432029313929, 'sbert_score': 0.5109694, 'keyword_score': 0.048208855773580084}, {'rank': 3, 'topic_id': 10, 'topic_description': '내외부 송수신, 데이터 명세화, 오류 처리 방안 명세화, 미들웨어 솔루션을 포함한 인터페이스 상세 설계는 인터페이스의 세부 구현을 설계하는 주제입니다. 데이터 흐름과 오류 대응 전략을 구체화합니다.', 'combined_score': 0.33846089243888855, 'sbert_score': 0.42307612, 'keyword_score': 0.0}]"
569,"C Class에 속하는 IP address는?
200.168.30.1
IP 주소는 네트워크 상에서 컴퓨터를 식별하는 고유한 주소입니다.  IP 주소는 네트워크 클래스에 따라 구분되...","[{'rank': 1, 'topic_id': 45, 'topic_description': '인터넷 구성, 네트워크 7계층, IP, TCP/UDP를 포함한 네트워크 기초 활용은 네트워크 구조와 프로토콜을 이해하는 주제입니다. 데이터 통신의 기초를 다룹니다.', 'combined_score': 0.6346053300646259, 'sbert_score': 0.54325664, 'keyword_score': 0.12181775933648976}, {'rank': 2, 'topic_id': 49, 'topic_description': 'IT 신기술, 네트워크 장비(라우터, 백본 스위치)를 포함한 네트워크 구축 관리는 네트워크 인프라를 설계하고 관리하는 주제입니다. 최신 기술을 활용해 안정성을 높입니다.', 'combined_score': 0.4232160038855822, 'sbert_score': 0.46645153, 'keyword_score': 0.030487804144318554}, {'rank': 3, 'topic_id': 9, 'topic_description': '시스템 아키텍처, 인터페이스 시스템을 포함한 인터페이스 대상 식별은 시스템 간 연결 대상을 식별하는 주제입니다. 인터페이스의 구조와 역할을 분석해 통합 설계를 지원합니다.', 'combined_score': 0.37512352399623783, 'sbert_score': 0.44473666, 'keyword_score': 0.011776238783950588}]"
570,"다음 C언어 프로그램이 실행되었을 때의 결과는?
            ```c
#include <stdio.h>
int main(void) {
    int n = 4;
    i...","[{'rank': 1, 'topic_id': 41, 'topic_description': '데이터 타입, 변수, 연산자를 포함한 기본 문법 활용은 프로그래밍 언어의 기본 요소를 사용하는 주제입니다. 코드 작성의 기초를 다룹니다.', 'combined_score': 0.7073520530914473, 'sbert_score': 0.63419, 'keyword_score': 0.019461637737928385}, {'rank': 2, 'topic_id': 44, 'topic_description': '운영체제 종류, 메모리 관리, 프로세스 스케쥴링, 환경변수, shell script를 포함한 운영체제 기초 활용은 시스템 자원을 관리하는 주제입니다. OS의 기본 기능을 활용합니다.', 'combined_score': 0.6086746829161992, 'sbert_score': 0.52750254, 'keyword_score': 0.018164776143037235}, {'rank': 3, 'topic_id': 42, 'topic_description': '절차적, 객체지향, 스크립트, 선언형 언어를 포함한 언어특성 활용은 다양한 프로그래밍 언어의 특성을 활용하는 주제입니다. 언어별 최적의 코딩 방식을 적용합니다.', 'combined_score': 0.5282825827598572, 'sbert_score': 0.6603532, 'keyword_score': 0.0}]"
571,"귀도 반 로섬(Guido van Rossum)이 발표한 언어로 인터프리터 방식이자 객체지향적이며, 배우기 쉽고 이식성이 좋은 것이 특징인 스크립트 언어는?
Python
이 문제는 ...","[{'rank': 1, 'topic_id': 42, 'topic_description': '절차적, 객체지향, 스크립트, 선언형 언어를 포함한 언어특성 활용은 다양한 프로그래밍 언어의 특성을 활용하는 주제입니다. 언어별 최적의 코딩 방식을 적용합니다.', 'combined_score': 0.7865097043918814, 'sbert_score': 0.73313713, 'keyword_score': 0.1010293182489568}, {'rank': 2, 'topic_id': 41, 'topic_description': '데이터 타입, 변수, 연산자를 포함한 기본 문법 활용은 프로그래밍 언어의 기본 요소를 사용하는 주제입니다. 코드 작성의 기초를 다룹니다.', 'combined_score': 0.5360755848612988, 'sbert_score': 0.5631764, 'keyword_score': 0.043207449035468526}, {'rank': 3, 'topic_id': 7, 'topic_description': '객체지향 프로그래밍(OOP), 디자인 패턴을 포함한 객체지향 설계는 클래스, 상속, 다형성, 캡슐화를 통해 소프트웨어 구조를 설계하는 주제입니다. GoF 디자인 패턴(예: Factory, Singleton)을 활용해 유지보수성을 향상시킵니다.', 'combined_score': 0.5165440283059894, 'sbert_score': 0.6210406, 'keyword_score': 0.009957231464353873}]"
572,"다음 JAVA 프로그램이 실행되었을 때의 결과를 쓰시오.
            ```java
public class ovr {
    public static void main(S...","[{'rank': 1, 'topic_id': 12, 'topic_description': '프로시저, 프로그램 디버깅, 단위테스트 도구를 포함한 데이터 조작 프로시저 작성은 데이터 처리 로직을 구현하는 주제입니다. 코드 안정성을 위해 디버깅과 테스트를 수행합니다.', 'combined_score': 0.6860338777599148, 'sbert_score': 0.65178645, 'keyword_score': 0.004406863581662359}, {'rank': 2, 'topic_id': 7, 'topic_description': '객체지향 프로그래밍(OOP), 디자인 패턴을 포함한 객체지향 설계는 클래스, 상속, 다형성, 캡슐화를 통해 소프트웨어 구조를 설계하는 주제입니다. GoF 디자인 패턴(예: Factory, Singleton)을 활용해 유지보수성을 향상시킵니다.', 'combined_score': 0.6380838139595052, 'sbert_score': 0.63471437, 'keyword_score': 0.0034887742422600064}, {'rank': 3, 'topic_id': 15, 'topic_description': 'IDE 도구, 협업도구, 형상관리 도구를 포함한 통합 구현 관리는 소프트웨어 개발 환경을 관리하는 주제입니다. 팀 협업과 코드 버전 관리를 통해 개발 효율성을 높입니다.', 'combined_score': 0.5791547590609158, 'sbert_score': 0.53060216, 'keyword_score': 0.004140969230581918}]"
573,"프로세스와 관련한 설명으로 틀린 것은?
프로세스는 스레드(Thread) 내에서 실행되는 흐름의 단위이며, 스레드와 달리 주소 공간에 실행 스택(Stack)이 없다.
이 문제는 운영...","[{'rank': 1, 'topic_id': 44, 'topic_description': '운영체제 종류, 메모리 관리, 프로세스 스케쥴링, 환경변수, shell script를 포함한 운영체제 기초 활용은 시스템 자원을 관리하는 주제입니다. OS의 기본 기능을 활용합니다.', 'combined_score': 0.5729963674234061, 'sbert_score': 0.5348026, 'keyword_score': 0.047237470954723366}, {'rank': 2, 'topic_id': 12, 'topic_description': '프로시저, 프로그램 디버깅, 단위테스트 도구를 포함한 데이터 조작 프로시저 작성은 데이터 처리 로직을 구현하는 주제입니다. 코드 안정성을 위해 디버깅과 테스트를 수행합니다.', 'combined_score': 0.5281233568277842, 'sbert_score': 0.59492856, 'keyword_score': 0.016981073933445466}, {'rank': 3, 'topic_id': 21, 'topic_description': '알고리즘, 소스코드 품질분석 도구, 코드 최적화를 포함한 애플리케이션 성능 개선은 소프트웨어 실행 효율성을 높이는 주제입니다. 최적화 기법으로 성능 병목을 해결합니다.', 'combined_score': 0.508152798107419, 'sbert_score': 0.4779405, 'keyword_score': 0.040939151344689916}]"
